Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.474903583526611	0	7.652905198776758	4.463958535939216	43.0	3.0	7.652905198776758	4.463958535939216	5005	5005
13.201038122177124	1	9.001798561151078	4.96371695141966	34.0	3.0	9.001798561151078	4.96371695141966	5005	10010
16.801583528518677	2	10.768240343347639	6.7153929187965655	51.0	3.0	10.768240343347639	6.7153929187965655	5018	15028
21.774795293807983	3	13.195250659630608	8.874610467676927	52.0	3.0	13.195250659630608	8.874610467676927	5001	20029
27.916364192962646	4	15.495356037151703	9.722901221084749	63.0	4.0	15.495356037151703	9.722901221084749	5005	25034
33.52475595474243	5	17.010204081632654	11.272893469257795	73.0	4.0	17.010204081632654	11.272893469257795	5001	30035
39.8146812915802	6	20.41869918699187	12.896377821291974	73.0	4.0	20.41869918699187	12.896377821291974	5023	35058
45.661378622055054	7	25.806122448979593	14.247562027943879	67.0	4.0	25.806122448979593	14.247562027943879	5058	40116
48.24741339683533	8	32.348387096774196	17.557130174922904	84.0	4.0	32.348387096774196	17.557130174922904	5014	45130
53.06400156021118	9	36.86764705882353	18.563012252202835	122.0	10.0	36.86764705882353	18.563012252202835	5014	50144
59.198527336120605	10	45.11711711711712	22.14845031031394	137.0	7.0	45.11711711711712	22.14845031031394	5008	55152
64.36590147018433	11	44.23684210526316	18.98674636150496	90.0	12.0	44.23684210526316	18.98674636150496	5043	60195
68.1594660282135	12	48.39047619047619	20.454127648679638	105.0	15.0	48.39047619047619	20.454127648679638	5081	65276
72.68861031532288	13	58.627906976744185	21.849403435860086	114.0	16.0	58.627906976744185	21.849403435860086	5042	70318
78.1096932888031	14	56.86363636363637	24.02705947004043	120.0	14.0	56.86363636363637	24.02705947004043	5004	75322
84.05104494094849	15	56.3	22.66835778005201	116.0	15.0	56.3	22.66835778005201	5067	80389
89.49265646934509	16	58.10344827586207	22.698440111859945	171.0	12.0	58.10344827586207	22.698440111859945	5055	85444
91.9206473827362	17	72.14285714285714	37.410955505529856	289.0	12.0	72.14285714285714	37.410955505529856	5050	90494
94.39687061309814	18	74.76119402985074	28.136177143420436	154.0	20.0	74.76119402985074	28.136177143420436	5009	95503
99.26259851455688	19	67.93243243243244	30.646780652354703	178.0	18.0	67.93243243243244	30.646780652354703	5027	100530
104.63173174858093	20	78.25	36.49229370702806	243.0	36.0	78.25	36.49229370702806	5008	105538
109.55216097831726	21	128.95	86.04909935612342	442.0	41.0	128.95	86.04909935612342	5158	110696
115.53528428077698	22	128.51282051282053	67.25682571208085	325.0	40.0	128.51282051282053	67.25682571208085	5012	115708
121.62873387336731	23	175.0	97.60864857102607	395.0	49.0	175.0	97.60864857102607	5075	120783
127.40120697021484	24	132.53846153846155	65.47610492066441	355.0	30.0	132.53846153846155	65.47610492066441	5169	125952
133.38729190826416	25	135.3684210526316	60.176678929470754	290.0	50.0	135.3684210526316	60.176678929470754	5144	131096
138.91723799705505	26	194.07692307692307	111.45917606457569	565.0	46.0	194.07692307692307	111.45917606457569	5046	136142
144.93100380897522	27	174.9655172413793	93.10301404751867	393.0	50.0	174.9655172413793	93.10301404751867	5074	141216
150.6038064956665	28	142.97142857142856	48.20520761096592	230.0	70.0	142.97142857142856	48.20520761096592	5004	146220
156.57235836982727	29	190.22222222222223	70.41482026945923	352.0	45.0	190.22222222222223	70.41482026945923	5136	151356
181.91616344451904	30	404.0	202.9907159680727	803.0	111.0	404.0	202.9907159680727	5252	156608
187.86507320404053	31	303.77777777777777	205.96104150368814	878.0	109.0	303.77777777777777	205.96104150368814	5468	162076
193.7937467098236	32	211.08333333333334	84.16745049139972	398.0	116.0	211.08333333333334	84.16745049139972	5066	167142
197.27412128448486	33	182.17857142857142	60.74422581108228	327.0	84.0	182.17857142857142	60.74422581108228	5101	172243
202.3667435646057	34	188.55555555555554	53.86012978304929	288.0	88.0	188.55555555555554	53.86012978304929	5091	177334
207.83971190452576	35	419.4166666666667	245.16200709372205	1000.0	139.0	419.4166666666667	245.16200709372205	5033	182367
214.20245957374573	36	484.1818181818182	256.4331627191553	827.0	110.0	484.1818181818182	256.4331627191553	5326	187693
220.37625813484192	37	386.64285714285717	302.4914655567887	1000.0	36.0	386.64285714285717	302.4914655567887	5413	193106
226.83503651618958	38	427.61538461538464	316.4071229533578	1000.0	72.0	427.61538461538464	316.4071229533578	5559	198665
229.84018516540527	39	537.1	297.7225050277523	1000.0	124.0	537.1	297.7225050277523	5371	204036
234.24594354629517	40	581.2222222222222	411.9562484260725	1000.0	59.0	581.2222222222222	411.9562484260725	5231	209267
237.3761501312256	41	396.7142857142857	317.5791079336271	1000.0	59.0	396.7142857142857	317.5791079336271	5554	214821
241.6324861049652	42	144.5142857142857	144.21836051697468	647.0	44.0	144.5142857142857	144.21836051697468	5058	219879
244.3887767791748	43	177.16129032258064	189.99645103208292	733.0	45.0	177.16129032258064	189.99645103208292	5492	225371
246.9349114894867	44	148.88235294117646	45.8454980186857	277.0	77.0	148.88235294117646	45.8454980186857	5062	230433
249.41080451011658	45	57.51724137931034	11.127125465529904	80.0	39.0	57.51724137931034	11.127125465529904	5004	235437
253.28351211547852	46	81.69354838709677	15.129109635953165	122.0	38.0	81.69354838709677	15.129109635953165	5065	240502
256.2572271823883	47	50.06	11.113793231835835	126.0	25.0	50.06	11.113793231835835	5006	245508
258.7979142665863	48	111.91111111111111	97.10814640783455	420.0	48.0	111.91111111111111	97.10814640783455	5036	250544
