Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.310028314590454	0	24.052884615384617	15.49168794951499	157.0	9.0	24.052884615384617	15.49168794951499	5003	5003
9.576584100723267	1	26.130208333333332	15.563670436519699	100.0	9.0	26.130208333333332	15.563670436519699	5017	10020
13.717215061187744	2	29.057803468208093	17.111234514795676	95.0	9.0	29.057803468208093	17.111234514795676	5027	15047
18.039742469787598	3	36.107142857142854	19.89425488805802	112.0	11.0	36.107142857142854	19.89425488805802	5055	20102
21.71863579750061	4	38.083333333333336	20.145321160171775	121.0	11.0	38.083333333333336	20.145321160171775	5027	25129
26.219500303268433	5	42.00833333333333	26.00336383154217	133.0	8.0	42.00833333333333	26.00336383154217	5041	30170
30.928904056549072	6	43.0940170940171	24.038424691329787	126.0	11.0	43.0940170940171	24.038424691329787	5042	35212
33.29357838630676	7	46.879629629629626	28.9058873897473	182.0	11.0	46.879629629629626	28.9058873897473	5063	40275
36.68062210083008	8	52.01030927835052	27.4667539787859	160.0	13.0	52.01030927835052	27.4667539787859	5045	45320
40.387516021728516	9	62.25925925925926	35.39260499511433	200.0	14.0	62.25925925925926	35.39260499511433	5043	50363
45.09779644012451	10	56.144444444444446	26.30993099830941	142.0	12.0	56.144444444444446	26.30993099830941	5053	55416
49.70617127418518	11	65.2948717948718	34.040364039738506	194.0	15.0	65.2948717948718	34.040364039738506	5093	60509
54.19158363342285	12	67.98648648648648	35.81162926142743	180.0	16.0	67.98648648648648	35.81162926142743	5031	65540
58.54099130630493	13	76.0909090909091	30.684477999187877	139.0	24.0	76.0909090909091	30.684477999187877	5022	70562
62.81454658508301	14	84.43333333333334	39.94386338628529	200.0	25.0	84.43333333333334	39.94386338628529	5066	75628
67.55983281135559	15	92.62962962962963	34.89842206784984	177.0	21.0	92.62962962962963	34.89842206784984	5002	80630
71.08980941772461	16	96.57692307692308	53.35092319648424	200.0	23.0	96.57692307692308	53.35092319648424	5022	85652
74.50385570526123	17	107.53191489361703	56.90411908353918	200.0	11.0	107.53191489361703	56.90411908353918	5054	90706
78.47560906410217	18	111.44444444444444	45.6623139315152	200.0	15.0	111.44444444444444	45.6623139315152	5015	95721
81.4478759765625	19	117.5813953488372	51.59783326897556	200.0	32.0	117.5813953488372	51.59783326897556	5056	100777
85.93631052970886	20	144.13888888888889	51.603269048997376	200.0	20.0	144.13888888888889	51.603269048997376	5189	105966
90.76754355430603	21	152.3030303030303	44.10832728943379	200.0	42.0	152.3030303030303	44.10832728943379	5026	110992
94.70331001281738	22	148.73529411764707	47.47278404426577	200.0	34.0	148.73529411764707	47.47278404426577	5057	116049
97.9324700832367	23	157.125	40.9471839691083	200.0	78.0	157.125	40.9471839691083	5028	121077
101.8072235584259	24	169.63333333333333	37.45440190714868	200.0	95.0	169.63333333333333	37.45440190714868	5089	126166
105.55507516860962	25	164.4516129032258	37.437982015575344	200.0	83.0	164.4516129032258	37.437982015575344	5098	131264
107.58932828903198	26	155.6060606060606	42.56826203835463	200.0	72.0	155.6060606060606	42.56826203835463	5135	136399
111.18026089668274	27	186.37037037037038	22.244680010099373	200.0	138.0	186.37037037037038	22.244680010099373	5032	141431
114.22351670265198	28	173.33333333333334	42.04151387484624	200.0	88.0	173.33333333333334	42.04151387484624	5200	146631
117.82945370674133	29	174.0	36.135759345117904	200.0	83.0	174.0	36.135759345117904	5046	151677
122.51776623725891	30	184.71428571428572	28.819459129029397	200.0	87.0	184.71428571428572	28.819459129029397	5172	156849
126.96022319793701	31	194.0	16.16263497177268	200.0	122.0	194.0	16.16263497177268	5044	161893
129.95051074028015	32	193.0	24.25029738120593	200.0	108.0	193.0	24.25029738120593	5018	166911
133.3166139125824	33	196.1153846153846	18.448112104946844	200.0	104.0	196.1153846153846	18.448112104946844	5099	172010
137.86899828910828	34	197.19230769230768	11.395070563015162	200.0	141.0	197.19230769230768	11.395070563015162	5127	177137
141.81074166297913	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	182337
146.60900497436523	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	187537
150.4687943458557	37	197.34615384615384	13.269230769230768	200.0	131.0	197.34615384615384	13.269230769230768	5131	192668
155.30399417877197	38	200.0	0.0	200.0	200.0	200.0	0.0	5200	197868
157.49776148796082	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	203068
161.82329392433167	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	208268
166.96831965446472	41	199.34615384615384	2.269230769230769	200.0	191.0	199.34615384615384	2.269230769230769	5183	213451
171.55669260025024	42	200.0	0.0	200.0	200.0	200.0	0.0	5200	218651
175.64938497543335	43	197.23076923076923	13.846153846153843	200.0	128.0	197.23076923076923	13.846153846153843	5128	223779
179.57515931129456	44	198.6153846153846	6.000493076386583	200.0	169.0	198.6153846153846	6.000493076386583	5164	228943
181.6419539451599	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	234143
186.05745720863342	46	200.0	0.0	200.0	200.0	200.0	0.0	5200	239343
191.3434019088745	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	244543
195.10024881362915	48	200.0	0.0	200.0	200.0	200.0	0.0	5200	249743
199.1696264743805	49	200.0	0.0	200.0	200.0	200.0	0.0	5200	254943
202.73058581352234	50	199.80769230769232	0.9615384615384615	200.0	195.0	199.80769230769232	0.9615384615384615	5195	260138
206.50542736053467	51	200.0	0.0	200.0	200.0	200.0	0.0	5200	265338
