Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
15.02294111251831	0	-4301.14649448542	69.63807894765077	-4176.023336073914	-4371.289359906243	1000.0	0.0	6000	6000
17.854487657546997	1	-3994.44556077983	139.84967966553086	-3770.560225331695	-4172.814849870285	1000.0	0.0	6000	12000
20.380040645599365	2	-4040.699006201021	292.4539559882908	-3530.4397313115364	-4403.662523316298	1000.0	0.0	6000	18000
23.072194814682007	3	-3849.0398004679887	85.02543518471697	-3701.9607830004384	-3953.9284072561013	1000.0	0.0	6000	24000
25.958996057510376	4	-3709.324511724894	141.77904109610643	-3580.918605199206	-4005.646755124123	1000.0	0.0	6000	30000
28.710136890411377	5	-3705.2194873208805	225.16474545059117	-3455.341457285929	-4008.9002896560955	1000.0	0.0	6000	36000
31.54817271232605	6	-3487.7895450835567	123.14559297315893	-3343.729951551675	-3662.3821462131223	1000.0	0.0	6000	42000
34.22921848297119	7	-3487.847807892557	166.35333279480366	-3240.0729547084725	-3732.4166971490713	1000.0	0.0	6000	48000
37.026899337768555	8	-3330.802470443752	62.58512222220351	-3204.362201466817	-3397.848821835314	1000.0	0.0	6000	54000
39.77339506149292	9	-3258.7336527849543	122.36546327643165	-3100.0834348218177	-3440.855330031586	1000.0	0.0	6000	60000
42.522515296936035	10	-3190.3232004031142	184.70009507386902	-2915.0226703708363	-3427.9261670738847	1000.0	0.0	6000	66000
45.26109266281128	11	-3099.6359551072105	234.00533588813417	-2643.214759480008	-3338.003406484764	1000.0	0.0	6000	72000
47.901519775390625	12	-2930.391402518296	57.119607932789684	-2841.412520834844	-3017.6464934409832	1000.0	0.0	6000	78000
50.68625044822693	13	-2894.1500403347327	145.38543960033795	-2727.2103940190955	-3163.89603645782	1000.0	0.0	6000	84000
53.406891107559204	14	-2868.460391578293	141.2136669042632	-2670.437741576203	-3097.1384478295568	1000.0	0.0	6000	90000
56.28898906707764	15	-2722.911013416697	88.55599674589475	-2553.2934833173476	-2831.1582776068494	1000.0	0.0	6000	96000
59.00716686248779	16	-2702.715082649334	100.66164758069534	-2555.471312628547	-2863.9595457272185	1000.0	0.0	6000	102000
61.699585914611816	17	-2519.0917843302036	132.0402627886041	-2311.0594649521363	-2657.5665913257963	1000.0	0.0	6000	108000
64.27779054641724	18	-2361.4710263798775	129.64774442357808	-2157.3686206869834	-2494.27723574427	1000.0	0.0	6000	114000
66.92503452301025	19	-2425.981435834286	167.473140715084	-2243.551143853836	-2739.9695293473596	1000.0	0.0	6000	120000
69.53745889663696	20	-2373.107800747844	78.40643448150394	-2286.6740555092438	-2496.586732768492	1000.0	0.0	6000	126000
71.94445443153381	21	-2336.070780608526	103.2851678059198	-2162.8973713470928	-2470.2040977290762	1000.0	0.0	6000	132000
74.71574831008911	22	-2299.7496779538687	128.8157065835591	-2031.4104186354443	-2426.6357826549724	1000.0	0.0	6000	138000
